via,numero_de_la_via,via,cruce_1,via,cruce_2,direccion_completa,precio,zona,
Calle,129,Avenida,64,Avenida,66,Calle 129 entre Avenida 64 y Avenida 66,500,La Esperanza,Calle 129 entre Avenida 64 y Avenida 66 | calle 129 entre avenida 64 y avenida 66 | ave 129 entre 64 y 66 | 129 e 64 y 66
Calle,129,Avenida,66,Avenida,68,Calle 129 entre Avenida 66 y Avenida 68,750,La Esperanza,Calle 129 entre Avenida 66 y Avenida 68 | calle 129 entre avenida 66 y avenida 68 | ave 129 entre 66 y 68 | 129 e 66 y 68
Calle,129,Avenida,68,Avenida,70,Calle 129 entre Avenida 68 y Avenida 70,750,La Esperanza,Calle 129 entre Avenida 68 y Avenida 70 | calle 129 entre avenida 68 y avenida 70 | ave 129 entre 68 y 70 | 129 e 68 y 70
Calle,129,Avenida,70,Avenida,74,Calle 129 entre Avenida 70 y Avenida 74,750,La Esperanza,Calle 129 entre Avenida 70 y Avenida 74 | calle 129 entre avenida 70 y avenida 74 | ave 129 entre 70 y 74 | 129 e 70 y 74
Calle,129,Avenida,74,Avenida,76,Calle 129 entre Avenida 74 y Avenida 76,750,La Esperanza,Calle 129 entre Avenida 74 y Avenida 76 | calle 129 entre avenida 74 y avenida 76 | ave 129 entre 74 y 76 | 129 e 74 y 76
Calle,129,Avenida,76,Calle,125A,Calle 129 entre Avenida 76 y Calle 125A,750,La Esperanza,Calle 129 entre Avenida 76 y Calle 125A | calle 129 entre avenida 76 y calle 125a | ave 129 entre 76 y 125A | 129 e 76 y 125A
Calle,129,Calle,125A,Calle,FINAL,Calle 129 entre Calle 125A y Calle FINAL,750,La Esperanza,Calle 129 entre Calle 125A y Calle FINAL | calle 129 entre calle 125a y calle final | ave 129 entre 125A y FINAL | 129 e 125A y FINAL
Calle,131,Avenida,66,Avenida,68,Calle 131 entre Avenida 66 y Avenida 68,750,La Esperanza,Calle 131 entre Avenida 66 y Avenida 68 | calle 131 entre avenida 66 y avenida 68 | ave 131 entre 66 y 68 | 131 e 66 y 68
Calle,131,Avenida,68,Avenida,70,Calle 131 entre Avenida 68 y Avenida 70,750,La Esperanza,Calle 131 entre Avenida 68 y Avenida 70 | calle 131 entre avenida 68 y avenida 70 | ave 131 entre 68 y 70 | 131 e 68 y 70
Calle,133,Avenida,64,Avenida,66,Calle 133 entre Avenida 64 y Avenida 66,750,La Esperanza,Calle 133 entre Avenida 64 y Avenida 66 | calle 133 entre avenida 64 y avenida 66 | ave 133 entre 64 y 66 | 133 e 64 y 66
Calle,133,Avenida,66,Avenida,68,Calle 133 entre Avenida 66 y Avenida 68,750,La Esperanza,Calle 133 entre Avenida 66 y Avenida 68 | calle 133 entre avenida 66 y avenida 68 | ave 133 entre 66 y 68 | 133 e 66 y 68
Calle,133,Avenida,68,Avenida,70,Calle 133 entre Avenida 68 y Avenida 70,750,La Esperanza,Calle 133 entre Avenida 68 y Avenida 70 | calle 133 entre avenida 68 y avenida 70 | ave 133 entre 68 y 70 | 133 e 68 y 70
Calle,finca ,Avenida,64,Calle,aeropuerto,Calle finca  entre Avenida 64 y Calle aeropuerto,750,Aeropuerto,Calle finca  entre Avenida 64 y Calle aeropuerto | calle finca  entre avenida 64 y calle aeropuerto | ave finca  entre 64 y aeropuerto | finca  e 64 y aeropuerto
Calle,G,Avenida,64,Calle,2,Calle G entre Avenida 64 y Calle 2,750,Caunao,Calle G entre Avenida 64 y Calle 2 | calle g entre avenida 64 y calle 2 | ave G entre 64 y 2 | G e 64 y 2
Calle,G,Calle,2,Calle,3,Calle G entre Calle 2 y Calle 3,750,Caunao,Calle G entre Calle 2 y Calle 3 | calle g entre calle 2 y calle 3 | ave G entre 2 y 3 | G e 2 y 3
Calle,G,Calle,3,Calle,4,Calle G entre Calle 3 y Calle 4,750,Caunao,Calle G entre Calle 3 y Calle 4 | calle g entre calle 3 y calle 4 | ave G entre 3 y 4 | G e 3 y 4
Calle,G,Calle,4,Calle,5,Calle G entre Calle 4 y Calle 5,750,Caunao,Calle G entre Calle 4 y Calle 5 | calle g entre calle 4 y calle 5 | ave G entre 4 y 5 | G e 4 y 5
Calle,G,Calle,5,Calle,6,Calle G entre Calle 5 y Calle 6,750,Caunao,Calle G entre Calle 5 y Calle 6 | calle g entre calle 5 y calle 6 | ave G entre 5 y 6 | G e 5 y 6
Calle,G,Calle,6,Calle,8,Calle G entre Calle 6 y Calle 8,750,Caunao,Calle G entre Calle 6 y Calle 8 | calle g entre calle 6 y calle 8 | ave G entre 6 y 8 | G e 6 y 8
Calle,G,Calle,8,Calle,9,Calle G entre Calle 8 y Calle 9,750,Caunao,Calle G entre Calle 8 y Calle 9 | calle g entre calle 8 y calle 9 | ave G entre 8 y 9 | G e 8 y 9
Calle,F,Avenida,64,Calle,Valle,Calle F entre Avenida 64 y Calle Valle,750,Caunao,Calle F entre Avenida 64 y Calle Valle | calle f entre avenida 64 y calle valle | ave F entre 64 y Valle | F e 64 y Valle
Calle,F,Calle,Valle,Calle,2,Calle F entre Calle Valle y Calle 2,750,Caunao,Calle F entre Calle Valle y Calle 2 | calle f entre calle valle y calle 2 | ave F entre Valle y 2 | F e Valle y 2
Calle,F,Calle,2,Calle,3,Calle F entre Calle 2 y Calle 3,750,Caunao,Calle F entre Calle 2 y Calle 3 | calle f entre calle 2 y calle 3 | ave F entre 2 y 3 | F e 2 y 3
Calle,F,Calle,3,Calle,4,Calle F entre Calle 3 y Calle 4,750,Caunao,Calle F entre Calle 3 y Calle 4 | calle f entre calle 3 y calle 4 | ave F entre 3 y 4 | F e 3 y 4
Calle,F,Calle,4,Calle,5,Calle F entre Calle 4 y Calle 5,750,Caunao,Calle F entre Calle 4 y Calle 5 | calle f entre calle 4 y calle 5 | ave F entre 4 y 5 | F e 4 y 5
Calle,F,Calle,5,Calle,6,Calle F entre Calle 5 y Calle 6,750,Caunao,Calle F entre Calle 5 y Calle 6 | calle f entre calle 5 y calle 6 | ave F entre 5 y 6 | F e 5 y 6
Calle,F3,Calle,8,Calle,9,Calle F3 entre Calle 8 y Calle 9,750,Caunao,Calle F3 entre Calle 8 y Calle 9 | calle f3 entre calle 8 y calle 9 | ave F3 entre 8 y 9 | F3 e 8 y 9
Calle,F2,Calle,8,Calle,9,Calle F2 entre Calle 8 y Calle 9,750,Caunao,Calle F2 entre Calle 8 y Calle 9 | calle f2 entre calle 8 y calle 9 | ave F2 entre 8 y 9 | F2 e 8 y 9
Calle,F1,Calle,7,Calle,8,Calle F1 entre Calle 7 y Calle 8,750,Caunao,Calle F1 entre Calle 7 y Calle 8 | calle f1 entre calle 7 y calle 8 | ave F1 entre 7 y 8 | F1 e 7 y 8
Calle,F1,Calle,8,Calle,9,Calle F1 entre Calle 8 y Calle 9,750,Caunao,Calle F1 entre Calle 8 y Calle 9 | calle f1 entre calle 8 y calle 9 | ave F1 entre 8 y 9 | F1 e 8 y 9
Calle,F,Calle,7,Calle,8,Calle F entre Calle 7 y Calle 8,750,Caunao,Calle F entre Calle 7 y Calle 8 | calle f entre calle 7 y calle 8 | ave F entre 7 y 8 | F e 7 y 8
Calle,F,Calle,8,Calle,9,Calle F entre Calle 8 y Calle 9,750,Caunao,Calle F entre Calle 8 y Calle 9 | calle f entre calle 8 y calle 9 | ave F entre 8 y 9 | F e 8 y 9
Calle,E,Avenida,64,Calle,1,Calle E entre Avenida 64 y Calle 1,750,Caunao,Calle E entre Avenida 64 y Calle 1 | calle e entre avenida 64 y calle 1 | ave E entre 64 y 1 | E e 64 y 1
Calle,E,Calle,1,Calle,Valle,Calle E entre Calle 1 y Calle Valle,750,Caunao,Calle E entre Calle 1 y Calle Valle | calle e entre calle 1 y calle valle | ave E entre 1 y Valle | E e 1 y Valle
Calle,E,Calle,Valle,Calle,2,Calle E entre Calle Valle y Calle 2,750,Caunao,Calle E entre Calle Valle y Calle 2 | calle e entre calle valle y calle 2 | ave E entre Valle y 2 | E e Valle y 2
Calle,E,Calle,2,Calle,3,Calle E entre Calle 2 y Calle 3,750,Caunao,Calle E entre Calle 2 y Calle 3 | calle e entre calle 2 y calle 3 | ave E entre 2 y 3 | E e 2 y 3
Calle,E,Calle,3,Calle,4,Calle E entre Calle 3 y Calle 4,750,Caunao,Calle E entre Calle 3 y Calle 4 | calle e entre calle 3 y calle 4 | ave E entre 3 y 4 | E e 3 y 4
Calle,E,Calle,4,Calle,5,Calle E entre Calle 4 y Calle 5,750,Caunao,Calle E entre Calle 4 y Calle 5 | calle e entre calle 4 y calle 5 | ave E entre 4 y 5 | E e 4 y 5
Calle,E1,Calle,7,Calle,8,Calle E1 entre Calle 7 y Calle 8,750,Caunao,Calle E1 entre Calle 7 y Calle 8 | calle e1 entre calle 7 y calle 8 | ave E1 entre 7 y 8 | E1 e 7 y 8
Calle,E1,Calle,8,Calle,9,Calle E1 entre Calle 8 y Calle 9,750,Caunao,Calle E1 entre Calle 8 y Calle 9 | calle e1 entre calle 8 y calle 9 | ave E1 entre 8 y 9 | E1 e 8 y 9
Calle,E,Calle,7,Calle,8,Calle E entre Calle 7 y Calle 8,750,Caunao,Calle E entre Calle 7 y Calle 8 | calle e entre calle 7 y calle 8 | ave E entre 7 y 8 | E e 7 y 8
Calle,E,Calle,8,Calle,9,Calle E entre Calle 8 y Calle 9,750,Caunao,Calle E entre Calle 8 y Calle 9 | calle e entre calle 8 y calle 9 | ave E entre 8 y 9 | E e 8 y 9
Calle,D,Avenida,64,Calle,1,Calle D entre Avenida 64 y Calle 1,750,Caunao,Calle D entre Avenida 64 y Calle 1 | calle d entre avenida 64 y calle 1 | ave D entre 64 y 1 | D e 64 y 1
Calle,D,Calle,1,Calle,2,Calle D entre Calle 1 y Calle 2,750,Caunao,Calle D entre Calle 1 y Calle 2 | calle d entre calle 1 y calle 2 | ave D entre 1 y 2 | D e 1 y 2
Calle,D,Calle,2,Calle,Valle,Calle D entre Calle 2 y Calle Valle,750,Caunao,Calle D entre Calle 2 y Calle Valle | calle d entre calle 2 y calle valle | ave D entre 2 y Valle | D e 2 y Valle
Calle,D,Calle,Valle,Calle,3,Calle D entre Calle Valle y Calle 3,750,Caunao,Calle D entre Calle Valle y Calle 3 | calle d entre calle valle y calle 3 | ave D entre Valle y 3 | D e Valle y 3
Calle,D,Calle,3,Calle,4,Calle D entre Calle 3 y Calle 4,750,Caunao,Calle D entre Calle 3 y Calle 4 | calle d entre calle 3 y calle 4 | ave D entre 3 y 4 | D e 3 y 4
Calle,D,Calle,4,Calle,5,Calle D entre Calle 4 y Calle 5,750,Caunao,Calle D entre Calle 4 y Calle 5 | calle d entre calle 4 y calle 5 | ave D entre 4 y 5 | D e 4 y 5
Calle,D1,Calle,7,Calle,8,Calle D1 entre Calle 7 y Calle 8,750,Caunao,Calle D1 entre Calle 7 y Calle 8 | calle d1 entre calle 7 y calle 8 | ave D1 entre 7 y 8 | D1 e 7 y 8
Calle,D1,Calle,8,Calle,9,Calle D1 entre Calle 8 y Calle 9,750,Caunao,Calle D1 entre Calle 8 y Calle 9 | calle d1 entre calle 8 y calle 9 | ave D1 entre 8 y 9 | D1 e 8 y 9
Calle,D1,Calle,7,Calle,9,Calle D1 entre Calle 7 y Calle 9,750,Caunao,Calle D1 entre Calle 7 y Calle 9 | calle d1 entre calle 7 y calle 9 | ave D1 entre 7 y 9 | D1 e 7 y 9
Calle,C,Avenida,64,Calle,1,Calle C entre Avenida 64 y Calle 1,750,Caunao,Calle C entre Avenida 64 y Calle 1 | calle c entre avenida 64 y calle 1 | ave C entre 64 y 1 | C e 64 y 1
Calle,C,Calle,1,Calle,2,Calle C entre Calle 1 y Calle 2,750,Caunao,Calle C entre Calle 1 y Calle 2 | calle c entre calle 1 y calle 2 | ave C entre 1 y 2 | C e 1 y 2
Calle,C,Calle,2,Calle,3,Calle C entre Calle 2 y Calle 3,750,Caunao,Calle C entre Calle 2 y Calle 3 | calle c entre calle 2 y calle 3 | ave C entre 2 y 3 | C e 2 y 3
Calle,C,Calle,3,Calle,4,Calle C entre Calle 3 y Calle 4,750,Caunao,Calle C entre Calle 3 y Calle 4 | calle c entre calle 3 y calle 4 | ave C entre 3 y 4 | C e 3 y 4
Calle,C,Calle,4,Calle,5,Calle C entre Calle 4 y Calle 5,750,Caunao,Calle C entre Calle 4 y Calle 5 | calle c entre calle 4 y calle 5 | ave C entre 4 y 5 | C e 4 y 5
Calle,B,Calle,64,Calle,1,Calle B entre Calle 64 y Calle 1,750,Caunao,Calle B entre Calle 64 y Calle 1 | calle b entre calle 64 y calle 1 | ave B entre 64 y 1 | B e 64 y 1
Calle,B,Calle,1,Calle,2,Calle B entre Calle 1 y Calle 2,750,Caunao,Calle B entre Calle 1 y Calle 2 | calle b entre calle 1 y calle 2 | ave B entre 1 y 2 | B e 1 y 2
Calle,B,Calle,2,Calle,3,Calle B entre Calle 2 y Calle 3,750,Caunao,Calle B entre Calle 2 y Calle 3 | calle b entre calle 2 y calle 3 | ave B entre 2 y 3 | B e 2 y 3
Calle,B,Calle,3,Calle,4,Calle B entre Calle 3 y Calle 4,750,Caunao,Calle B entre Calle 3 y Calle 4 | calle b entre calle 3 y calle 4 | ave B entre 3 y 4 | B e 3 y 4
Calle,B,Calle,4,Calle,5,Calle B entre Calle 4 y Calle 5,750,Caunao,Calle B entre Calle 4 y Calle 5 | calle b entre calle 4 y calle 5 | ave B entre 4 y 5 | B e 4 y 5
Calle,A,Avenida,64,Calle,1,Calle A entre Avenida 64 y Calle 1,750,Caunao,Calle A entre Avenida 64 y Calle 1 | calle a entre avenida 64 y calle 1 | ave A entre 64 y 1 | A e 64 y 1
Calle,A,Calle,1,Calle,2,Calle A entre Calle 1 y Calle 2,750,Caunao,Calle A entre Calle 1 y Calle 2 | calle a entre calle 1 y calle 2 | ave A entre 1 y 2 | A e 1 y 2
Calle,A,Calle,2,Calle,Linea,Calle A entre Calle 2 y Calle Linea,750,Caunao,Calle A entre Calle 2 y Calle Linea | calle a entre calle 2 y calle linea | ave A entre 2 y Linea | A e 2 y Linea
Calle,A,Calle,Linea,Calle,Final,Calle A entre Calle Linea y Calle Final,750,Caunao,Calle A entre Calle Linea y Calle Final | calle a entre calle linea y calle final | ave A entre Linea y Final | A e Linea y Final
Calle,Central,Avenida,64,Calle,Linea,Calle Central entre Avenida 64 y Calle Linea,750,Caunao,Calle Central entre Avenida 64 y Calle Linea | calle central entre avenida 64 y calle linea | ave Central entre 64 y Linea | Central e 64 y Linea
Calle,Central,Calle,Linea,Calle,2,Calle Central entre Calle Linea y Calle 2,750,Caunao,Calle Central entre Calle Linea y Calle 2 | calle central entre calle linea y calle 2 | ave Central entre Linea y 2 | Central e Linea y 2
Calle,Central,Calle,2,Calle,3,Calle Central entre Calle 2 y Calle 3,750,Caunao,Calle Central entre Calle 2 y Calle 3 | calle central entre calle 2 y calle 3 | ave Central entre 2 y 3 | Central e 2 y 3
Calle,Oeste,Avenida,64,Calle,Real,Calle Oeste entre Avenida 64 y Calle Real,750,Caunao,Calle Oeste entre Avenida 64 y Calle Real | calle oeste entre avenida 64 y calle real | ave Oeste entre 64 y Real | Oeste e 64 y Real
Calle,Callejon,Calle,Real,Calle,Primaria Jose Marti,Calle Callejon entre Calle Real y Calle Primaria Jose Marti,750,Caunao,Calle Callejon entre Calle Real y Calle Primaria Jose Marti | calle callejon entre calle real y calle primaria jose marti | ave Callejon entre Real y Primaria Jose Marti | Callejon e Real y Primaria Jose Marti
Calle,Baez,Avenida,64,Calle,1,Calle Baez entre Avenida 64 y Calle 1,750,Caunao,Calle Baez entre Avenida 64 y Calle 1 | calle baez entre avenida 64 y calle 1 | ave Baez entre 64 y 1 | Baez e 64 y 1
Calle,Baez,Calle,1,Calle,2,Calle Baez entre Calle 1 y Calle 2,750,Caunao,Calle Baez entre Calle 1 y Calle 2 | calle baez entre calle 1 y calle 2 | ave Baez entre 1 y 2 | Baez e 1 y 2
Calle,Baez,Calle,2,Calle,3,Calle Baez entre Calle 2 y Calle 3,750,Caunao,Calle Baez entre Calle 2 y Calle 3 | calle baez entre calle 2 y calle 3 | ave Baez entre 2 y 3 | Baez e 2 y 3
Calle,Pozo,Avenida,64,Calle,1,Calle Pozo entre Avenida 64 y Calle 1,750,Caunao,Calle Pozo entre Avenida 64 y Calle 1 | calle pozo entre avenida 64 y calle 1 | ave Pozo entre 64 y 1 | Pozo e 64 y 1
Calle,Pozo,Calle,1,Calle,2,Calle Pozo entre Calle 1 y Calle 2,750,Caunao,Calle Pozo entre Calle 1 y Calle 2 | calle pozo entre calle 1 y calle 2 | ave Pozo entre 1 y 2 | Pozo e 1 y 2
Calle,Pozo,Calle,2,Calle,Final,Calle Pozo entre Calle 2 y Calle Final,750,Caunao,Calle Pozo entre Calle 2 y Calle Final | calle pozo entre calle 2 y calle final | ave Pozo entre 2 y Final | Pozo e 2 y Final
Calle,13,Calle,9,Calle,Miramonte,Calle 13 entre Calle 9 y Calle Miramonte,750,Caunao,Calle 13 entre Calle 9 y Calle Miramonte | calle 13 entre calle 9 y calle miramonte | ave 13 entre 9 y Miramonte | 13 e 9 y Miramonte
Calle,Matadero,Avenida,64,Calle,Real,Calle Matadero entre Avenida 64 y Calle Real,750,Caunao,Calle Matadero entre Avenida 64 y Calle Real | calle matadero entre avenida 64 y calle real | ave Matadero entre 64 y Real | Matadero e 64 y Real
Calle,Matadero,Calle,Real,Calle,Final,Calle Matadero entre Calle Real y Calle Final,750,Caunao,Calle Matadero entre Calle Real y Calle Final | calle matadero entre calle real y calle final | ave Matadero entre Real y Final | Matadero e Real y Final
Calle,Campo,Calle,Palma,Calle,Sur,Calle Campo entre Calle Palma y Calle Sur,750,Caunao,Calle Campo entre Calle Palma y Calle Sur | calle campo entre calle palma y calle sur | ave Campo entre Palma y Sur | Campo e Palma y Sur
Calle,Campo,Calle,Sur ,Calle,Miramonte,Calle Campo entre Calle Sur  y Calle Miramonte,750,Caunao,Calle Campo entre Calle Sur  y Calle Miramonte | calle campo entre calle sur  y calle miramonte | ave Campo entre Sur  y Miramonte | Campo e Sur  y Miramonte
Calle,Medio,Calle,Medio,Calle,Sur,Calle Medio entre Calle Medio y Calle Sur,750,Caunao,Calle Medio entre Calle Medio y Calle Sur | calle medio entre calle medio y calle sur | ave Medio entre Medio y Sur | Medio e Medio y Sur
Calle,Alegria,Calle,Union,Calle,Final,Calle Alegria entre Calle Union y Calle Final,750,Caunao,Calle Alegria entre Calle Union y Calle Final | calle alegria entre calle union y calle final | ave Alegria entre Union y Final | Alegria e Union y Final
Calle,Alegria,Calle,Union,Calle,Real,Calle Alegria entre Calle Union y Calle Real,750,Caunao,Calle Alegria entre Calle Union y Calle Real | calle alegria entre calle union y calle real | ave Alegria entre Union y Real | Alegria e Union y Real
Calle,Alegria,Calle,Real,Avenida,64,Calle Alegria entre Calle Real y Avenida 64,750,Caunao,Calle Alegria entre Calle Real y Avenida 64 | calle alegria entre calle real y avenida 64 | ave Alegria entre Real y 64 | Alegria e Real y 64
Calle,Alegria,Calle,64,Calle,Ciruela,Calle Alegria entre Calle 64 y Calle Ciruela,750,Caunao,Calle Alegria entre Calle 64 y Calle Ciruela | calle alegria entre calle 64 y calle ciruela | ave Alegria entre 64 y Ciruela | Alegria e 64 y Ciruela
Calle,Alegria,Calle,Ciruela,Calle,San Joaquin,Calle Alegria entre Calle Ciruela y Calle San Joaquin,750,Caunao,Calle Alegria entre Calle Ciruela y Calle San Joaquin | calle alegria entre calle ciruela y calle san joaquin | ave Alegria entre Ciruela y San Joaquin | Alegria e Ciruela y San Joaquin
Calle,Alegria,Calle,San Joaquin,Calle,Palma,Calle Alegria entre Calle San Joaquin y Calle Palma,750,Caunao,Calle Alegria entre Calle San Joaquin y Calle Palma | calle alegria entre calle san joaquin y calle palma | ave Alegria entre San Joaquin y Palma | Alegria e San Joaquin y Palma
Calle,Alegria,Calle,Palma,Calle,Sur,Calle Alegria entre Calle Palma y Calle Sur,750,Caunao,Calle Alegria entre Calle Palma y Calle Sur | calle alegria entre calle palma y calle sur | ave Alegria entre Palma y Sur | Alegria e Palma y Sur
Calle,Villalobos,Calle,San Miguel,Calle,Real,Calle Villalobos entre Calle San Miguel y Calle Real,750,Caunao,Calle Villalobos entre Calle San Miguel y Calle Real | calle villalobos entre calle san miguel y calle real | ave Villalobos entre San Miguel y Real | Villalobos e San Miguel y Real
Calle,Villalobos,Calle,Real,Avenida,64,Calle Villalobos entre Calle Real y Avenida 64,750,Caunao,Calle Villalobos entre Calle Real y Avenida 64 | calle villalobos entre calle real y avenida 64 | ave Villalobos entre Real y 64 | Villalobos e Real y 64
Calle,Real,Calle,Carretera caunao Palmira,Calle,Sabana,Calle Real entre Calle Carretera caunao Palmira y Calle Sabana,750,Caunao,Calle Real entre Calle Carretera caunao Palmira y Calle Sabana | calle real entre calle carretera caunao palmira y calle sabana | ave Real entre Carretera caunao Palmira y Sabana | Real e Carretera caunao Palmira y Sabana
Calle,Union,Calle,Alegria,Calle,Real,Calle Union entre Calle Alegria y Calle Real,750,Caunao,Calle Union entre Calle Alegria y Calle Real | calle union entre calle alegria y calle real | ave Union entre Alegria y Real | Union e Alegria y Real
Calle,San jose,Avenida,64,Calle,San Joaquin,Calle San jose entre Avenida 64 y Calle San Joaquin,750,Caunao,Calle San jose entre Avenida 64 y Calle San Joaquin | calle san jose entre avenida 64 y calle san joaquin | ave San jose entre 64 y San Joaquin | San jose e 64 y San Joaquin
Calle,San jose,Calle,San Joaquin,Calle,Palma,Calle San jose entre Calle San Joaquin y Calle Palma,750,Caunao,Calle San jose entre Calle San Joaquin y Calle Palma | calle san jose entre calle san joaquin y calle palma | ave San jose entre San Joaquin y Palma | San jose e San Joaquin y Palma
Calle,San jose,Calle,Palma,Calle,Sur,Calle San jose entre Calle Palma y Calle Sur,750,Caunao,Calle San jose entre Calle Palma y Calle Sur | calle san jose entre calle palma y calle sur | ave San jose entre Palma y Sur | San jose e Palma y Sur
Calle,San jose,Calle,Sur ,Calle,Miramonte,Calle San jose entre Calle Sur  y Calle Miramonte,750,Caunao,Calle San jose entre Calle Sur  y Calle Miramonte | calle san jose entre calle sur  y calle miramonte | ave San jose entre Sur  y Miramonte | San jose e Sur  y Miramonte
Calle,Colon,Avenida,64,Calle,San Joaquin,Calle Colon entre Avenida 64 y Calle San Joaquin,750,Caunao,Calle Colon entre Avenida 64 y Calle San Joaquin | calle colon entre avenida 64 y calle san joaquin | ave Colon entre 64 y San Joaquin | Colon e 64 y San Joaquin
Calle,Colon,Calle,San Joaquin,Calle,Palma,Calle Colon entre Calle San Joaquin y Calle Palma,750,Caunao,Calle Colon entre Calle San Joaquin y Calle Palma | calle colon entre calle san joaquin y calle palma | ave Colon entre San Joaquin y Palma | Colon e San Joaquin y Palma
Calle,Colon,Calle,Palma,Calle,Final,Calle Colon entre Calle Palma y Calle Final,750,Caunao,Calle Colon entre Calle Palma y Calle Final | calle colon entre calle palma y calle final | ave Colon entre Palma y Final | Colon e Palma y Final
Calle,Castillo,Avenida,64,Avenida,66,Calle Castillo entre Avenida 64 y Avenida 66,750,Caunao,Calle Castillo entre Avenida 64 y Avenida 66 | calle castillo entre avenida 64 y avenida 66 | ave Castillo entre 64 y 66 | Castillo e 64 y 66
Calle,Castillo,Avenida,64,Calle,San Joaquin,Calle Castillo entre Avenida 64 y Calle San Joaquin,750,Caunao,Calle Castillo entre Avenida 64 y Calle San Joaquin | calle castillo entre avenida 64 y calle san joaquin | ave Castillo entre 64 y San Joaquin | Castillo e 64 y San Joaquin
Calle,Castillo,Calle,San Joaquin,Calle,Palma,Calle Castillo entre Calle San Joaquin y Calle Palma,750,Caunao,Calle Castillo entre Calle San Joaquin y Calle Palma | calle castillo entre calle san joaquin y calle palma | ave Castillo entre San Joaquin y Palma | Castillo e San Joaquin y Palma
Calle,Este,Avenida,64,Avenida,66,Calle Este entre Avenida 64 y Avenida 66,750,Caunao,Calle Este entre Avenida 64 y Avenida 66 | calle este entre avenida 64 y avenida 66 | ave Este entre 64 y 66 | Este e 64 y 66
Calle,Este,Avenida,64,Calle,San Joaquin,Calle Este entre Avenida 64 y Calle San Joaquin,750,Caunao,Calle Este entre Avenida 64 y Calle San Joaquin | calle este entre avenida 64 y calle san joaquin | ave Este entre 64 y San Joaquin | Este e 64 y San Joaquin
Calle,Este,Calle,San Joaquin,Calle,Palma,Calle Este entre Calle San Joaquin y Calle Palma,750,Caunao,Calle Este entre Calle San Joaquin y Calle Palma | calle este entre calle san joaquin y calle palma | ave Este entre San Joaquin y Palma | Este e San Joaquin y Palma
Calle,Este,Calle,Palma,Calle,9,Calle Este entre Calle Palma y Calle 9,750,Caunao,Calle Este entre Calle Palma y Calle 9 | calle este entre calle palma y calle 9 | ave Este entre Palma y 9 | Este e Palma y 9
Calle,Este,Calle,9,Calle,Final,Calle Este entre Calle 9 y Calle Final,750,Caunao,Calle Este entre Calle 9 y Calle Final | calle este entre calle 9 y calle final | ave Este entre 9 y Final | Este e 9 y Final
Calle,Este,Calle,13,Calle,Progreso 1,Calle Este entre Calle 13 y Calle Progreso 1,750,Caunao,Calle Este entre Calle 13 y Calle Progreso 1 | calle este entre calle 13 y calle progreso 1 | ave Este entre 13 y Progreso 1 | Este e 13 y Progreso 1
Calle,2da,Calle,A,Calle,B,Calle 2da entre Calle A y Calle B,750,Oburque,Calle 2da entre Calle A y Calle B | calle 2da entre calle a y calle b | ave 2da entre A y B | 2da e A y B
Calle,2da,Calle,B,Calle,C,Calle 2da entre Calle B y Calle C,750,Oburque,Calle 2da entre Calle B y Calle C | calle 2da entre calle b y calle c | ave 2da entre B y C | 2da e B y C
Calle,3ra,Calle,A,Calle,B,Calle 3ra entre Calle A y Calle B,500,Oburque,Calle 3ra entre Calle A y Calle B | calle 3ra entre calle a y calle b | ave 3ra entre A y B | 3ra e A y B
Calle,3ra,Calle,B,Calle,C,Calle 3ra entre Calle B y Calle C,500,Oburque,Calle 3ra entre Calle B y Calle C | calle 3ra entre calle b y calle c | ave 3ra entre B y C | 3ra e B y C
Calle,4ta,Calle,A,Calle,B,Calle 4ta entre Calle A y Calle B,500,Oburque,Calle 4ta entre Calle A y Calle B | calle 4ta entre calle a y calle b | ave 4ta entre A y B | 4ta e A y B
Calle,4ta,Calle,B,Calle,C,Calle 4ta entre Calle B y Calle C,500,Oburque,Calle 4ta entre Calle B y Calle C | calle 4ta entre calle b y calle c | ave 4ta entre B y C | 4ta e B y C
Calle,5ta,Calle,A,Calle,B,Calle 5ta entre Calle A y Calle B,500,Oburque,Calle 5ta entre Calle A y Calle B | calle 5ta entre calle a y calle b | ave 5ta entre A y B | 5ta e A y B
Calle,5ta,Calle,B,Calle,C,Calle 5ta entre Calle B y Calle C,500,Oburque,Calle 5ta entre Calle B y Calle C | calle 5ta entre calle b y calle c | ave 5ta entre B y C | 5ta e B y C
Calle,5ta,Calle,C,Calle,Final,Calle 5ta entre Calle C y Calle Final,500,Oburque,Calle 5ta entre Calle C y Calle Final | calle 5ta entre calle c y calle final | ave 5ta entre C y Final | 5ta e C y Final
Calle,6ta,Calle,A,Calle,B,Calle 6ta entre Calle A y Calle B,500,Oburque,Calle 6ta entre Calle A y Calle B | calle 6ta entre calle a y calle b | ave 6ta entre A y B | 6ta e A y B
Calle,6ta,Calle,B,Calle,C,Calle 6ta entre Calle B y Calle C,500,Oburque,Calle 6ta entre Calle B y Calle C | calle 6ta entre calle b y calle c | ave 6ta entre B y C | 6ta e B y C
Calle,6ta,Calle,C,Calle,Final,Calle 6ta entre Calle C y Calle Final,500,Oburque,Calle 6ta entre Calle C y Calle Final | calle 6ta entre calle c y calle final | ave 6ta entre C y Final | 6ta e C y Final
